OID_,Entity_ID,Plant_Name,Nameplate_Capacity__MW_,Technology,Operating_Year,Retirement_Year,County_GEOID,County Name,State,State code
484,62031,FirstEnergy Bay Shore,140.6,Conventional Steam Coal,1963,2012,39095,Lucas,Ohio,OH
485,62031,FirstEnergy Bay Shore,217.6,Conventional Steam Coal,1968,2012,39095,Lucas,Ohio,OH
486,23279,FirstEnergy Armstrong Power Station,163.2,Conventional Steam Coal,1958,2012,42005,Armstrong,Pennsylvania,PA
487,23279,FirstEnergy Armstrong Power Station,163.2,Conventional Steam Coal,1959,2012,42005,Armstrong,Pennsylvania,PA
488,12796,FirstEnergy Albright,69,Conventional Steam Coal,1952,2012,54077,Preston,West Virginia,WV
489,12796,FirstEnergy Albright,69,Conventional Steam Coal,1952,2012,54077,Preston,West Virginia,WV
490,12796,FirstEnergy Albright,140.2,Conventional Steam Coal,1954,2012,54077,Preston,West Virginia,WV
491,12796,FirstEnergy Rivesville,35,Conventional Steam Coal,1943,2012,54049,Marion,West Virginia,WV
492,12796,FirstEnergy Rivesville,74.7,Conventional Steam Coal,1951,2012,54049,Marion,West Virginia,WV
493,12796,FirstEnergy Willow Island,50,Conventional Steam Coal,1949,2012,54073,Pleasants,West Virginia,WV
494,12796,FirstEnergy Willow Island,163.2,Conventional Steam Coal,1960,2012,54073,Pleasants,West Virginia,WV
495,54881,G F Weaton Power Station,60,Conventional Steam Coal,1958,2012,42007,Beaver,Pennsylvania,PA
496,54881,G F Weaton Power Station,60,Conventional Steam Coal,1958,2012,42007,Beaver,Pennsylvania,PA
497,55973,Catalyst Paper Snowflake Mill,27.2,Conventional Steam Coal,1961,2012,4017,NAVAJO,Arizona,AZ
498,55973,Catalyst Paper Snowflake Mill,43.3,Conventional Steam Coal,1974,2012,4017,NAVAJO,Arizona,AZ
499,12384,Crawford,239.3,Conventional Steam Coal,1958,2012,17031,Cook,Illinois,IL
500,12384,Crawford,358.1,Conventional Steam Coal,1961,2012,17031,Cook,Illinois,IL
501,12384,Fisk Street,374,Conventional Steam Coal,1968,2012,17031,Cook,Illinois,IL
502,56208,Smart Papers LLC,1,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
503,56208,Smart Papers LLC,1.5,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
504,56208,Smart Papers LLC,9.4,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
505,56208,Smart Papers LLC,9.4,Conventional Steam Coal,2009,2012,39017,Butler,Ohio,OH
506,56208,Smart Papers LLC,6,Conventional Steam Coal,1924,2012,39017,Butler,Ohio,OH
507,56208,Smart Papers LLC,7.5,Conventional Steam Coal,1930,2012,39017,Butler,Ohio,OH
508,56208,Smart Papers LLC,10.5,Conventional Steam Coal,1930,2012,39017,Butler,Ohio,OH
509,17609,Mohave,818.1,Conventional Steam Coal,1971,2012,32003,Clark,Nevada,NV
510,17609,Mohave,818.1,Conventional Steam Coal,1971,2012,32003,Clark,Nevada,NV
511,14645,Pella,11.5,Conventional Steam Coal,1964,2012,19125,Marion,Iowa,IA
512,14645,Pella,26.5,Conventional Steam Coal,1972,2012,19125,Marion,Iowa,IA
513,63030,Niles Power Plant,132.8,Conventional Steam Coal,1954,2012,39155,Trumbull,Ohio,OH
514,40307,Pearl Station,22,Conventional Steam Coal,1967,2012,17149,Pike,Illinois,IL
515,3542,Walter C Beckjord,115,Conventional Steam Coal,1952,2012,39025,Clermont,Ohio,OH
516,6035,Eddystone Generating Station,353.6,Conventional Steam Coal,1960,2012,42045,Delaware,Pennsylvania,PA
517,15466,Cherokee,125,Conventional Steam Coal,1957,2012,8001,Adams,Colorado,CO
518,5416,Dan River,70,Conventional Steam Coal,1949,2012,37157,Rockingham,North Carolina,NC
519,5416,Dan River,70,Conventional Steam Coal,1950,2012,37157,Rockingham,North Carolina,NC
520,5416,Dan River,150,Conventional Steam Coal,1955,2012,37157,Rockingham,North Carolina,NC
521,17043,Shelby Municipal Light Plant,5,Conventional Steam Coal,1948,2012,39139,Richland,Ohio,OH
522,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
523,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
524,56190,US DOE Savannah River Site (D Area),9.4,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
525,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
526,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
527,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
528,56190,US DOE Savannah River Site (D Area),12.5,Conventional Steam Coal,1952,2012,45003,Aiken,South Carolina,SC
529,772,Walhalla,2,Conventional Steam Coal,2000,2012,38067,Pembina,North Dakota,ND
530,18041,State Line Energy,124.9,Conventional Steam Coal,1955,2012,18089,Lake,Indiana,IN
531,18041,State Line Energy,100,Conventional Steam Coal,1955,2012,18089,Lake,Indiana,IN
532,18041,State Line Energy,209.4,Conventional Steam Coal,1962,2012,18089,Lake,Indiana,IN
533,18041,State Line Energy,179.5,Conventional Steam Coal,1962,2012,18089,Lake,Indiana,IN
534,4716,Alma,15,Conventional Steam Coal,1947,2012,55011,Buffalo,Wisconsin,WI
535,4716,Alma,15,Conventional Steam Coal,1947,2012,55011,Buffalo,Wisconsin,WI
536,4716,Alma,15,Conventional Steam Coal,1951,2012,55011,Buffalo,Wisconsin,WI
537,9788,John Deere Harvester Works,3,Conventional Steam Coal,1951,2012,17161,Rock Island,Illinois,IL
538,353,Stockton Cogen,60,Conventional Steam Coal,1988,2012,6077,San Joaquin,California,CA
539,7140,Jack McDonough,299.2,Conventional Steam Coal,1963,2012,13067,Cobb,Georgia,GA
540,15470,R Gallagher,150,Conventional Steam Coal,1959,2012,18043,Floyd,Indiana,IN
541,15470,R Gallagher,150,Conventional Steam Coal,1960,2012,18043,Floyd,Indiana,IN
542,733,Philip Sporn,495.5,Conventional Steam Coal,1960,2012,54053,Mason,West Virginia,WV
543,35120,Norit Americas Marshall Plant,2,Conventional Steam Coal,2011,2012,48203,Harrison,Texas,TX
544,57424,Miller Coors Eden LLC,5.5,Conventional Steam Coal,1978,2012,37157,Rockingham,North Carolina,NC
545,58676,Hutsonville,75,Conventional Steam Coal,1953,2011,17033,Crawford,Illinois,IL
546,58676,Hutsonville,75,Conventional Steam Coal,1954,2011,17033,Crawford,Illinois,IL
547,58676,Meredosia,57.5,Conventional Steam Coal,1948,2011,17137,Morgan,Illinois,IL
548,58676,Meredosia,57.5,Conventional Steam Coal,1949,2011,17137,Morgan,Illinois,IL
549,58676,Meredosia,239.3,Conventional Steam Coal,1960,2011,17137,Morgan,Illinois,IL
550,5109,Marysville,75,Conventional Steam Coal,1943,2011,26147,St Clair,Michigan,MI
551,5109,Marysville,75,Conventional Steam Coal,1947,2011,26147,St Clair,Michigan,MI
552,18642,Watts Bar Fossil,60,Conventional Steam Coal,1942,2011,47143,Rhea,Tennessee,TN
553,18642,Watts Bar Fossil,60,Conventional Steam Coal,1942,2011,47143,Rhea,Tennessee,TN
554,18642,Watts Bar Fossil,60,Conventional Steam Coal,1943,2011,47143,Rhea,Tennessee,TN
555,18642,Watts Bar Fossil,60,Conventional Steam Coal,1945,2011,47143,Rhea,Tennessee,TN
556,11479,Blount Street,34.5,Conventional Steam Coal,1953,2011,55025,Dane,Wisconsin,WI
557,11479,Blount Street,20,Conventional Steam Coal,1938,2011,55025,Dane,Wisconsin,WI
558,11479,Blount Street,23,Conventional Steam Coal,1948,2011,55025,Dane,Wisconsin,WI
559,772,Archer Daniels Midland Peoria,1.5,Conventional Steam Coal,1934,2011,17143,Peoria,Illinois,IL
560,772,Archer Daniels Midland Peoria,4,Conventional Steam Coal,1954,2011,17143,Peoria,Illinois,IL
561,772,Archer Daniels Midland Peoria,4,Conventional Steam Coal,1985,2011,17143,Peoria,Illinois,IL
562,10633,Lamar Plant,25,Conventional Steam Coal,1972,2011,8099,Prowers,Colorado,CO
563,5517,Vermilion,108.8,Conventional Steam Coal,1956,2011,17183,Vermilion,Illinois,IL
564,5517,Vermilion,73.5,Conventional Steam Coal,1955,2011,17183,Vermilion,Illinois,IL
565,55779,Alloy Steam Station,40,Conventional Steam Coal,1950,2011,54019,Fayette,West Virginia,WV
566,15466,Cherokee,125,Conventional Steam Coal,1959,2011,8001,Adams,Colorado,CO
567,5416,James E. Rogers Energy Complex,40,Conventional Steam Coal,1940,2011,37045,Cleveland,North Carolina,NC
568,5416,James E. Rogers Energy Complex,40,Conventional Steam Coal,1940,2011,37045,Cleveland,North Carolina,NC
569,5416,James E. Rogers Energy Complex,65,Conventional Steam Coal,1948,2011,37045,Cleveland,North Carolina,NC
570,5416,James E. Rogers Energy Complex,65,Conventional Steam Coal,1948,2011,37045,Cleveland,North Carolina,NC
571,7140,Jack McDonough,299.2,Conventional Steam Coal,1964,2011,13067,Cobb,Georgia,GA
572,3046,W H Weatherspoon,46,Conventional Steam Coal,1949,2011,37155,Robeson,North Carolina,NC
573,3046,W H Weatherspoon,46,Conventional Steam Coal,1950,2011,37155,Robeson,North Carolina,NC
574,3046,W H Weatherspoon,73.5,Conventional Steam Coal,1952,2011,37155,Robeson,North Carolina,NC
575,5416,Buck,80,Conventional Steam Coal,1941,2011,37159,Rowan,North Carolina,NC
576,5416,Buck,40,Conventional Steam Coal,1942,2011,37159,Rowan,North Carolina,NC
577,6035,Cromby Generating Station,187.5,Conventional Steam Coal,1954,2011,42029,Chester,Pennsylvania,PA
578,6035,Eddystone Generating Station,353.6,Conventional Steam Coal,1960,2011,42045,Delaware,Pennsylvania,PA
579,56327,Ashland Inc,8.6,Conventional Steam Coal,1943,2011,29163,Pike,Missouri,MO
580,56327,Ashland Inc,8.6,Conventional Steam Coal,1943,2011,29163,Pike,Missouri,MO
581,15470,Edwardsport,40.2,Conventional Steam Coal,1949,2011,18083,Knox,Indiana,IN
582,15470,Edwardsport,69,Conventional Steam Coal,1951,2011,18083,Knox,Indiana,IN
583,22146,GMMM Westover,75,Conventional Steam Coal,1951,2011,36007,Broome,New York,NY
584,29878,Somerset Station,100,Conventional Steam Coal,1959,2011,25005,Bristol,Massachusetts,MA
585,15466,Cameo,25,Conventional Steam Coal,1957,2010,8077,Mesa,Colorado,CO
586,15466,Cameo,50,Conventional Steam Coal,1960,2010,8077,Mesa,Colorado,CO
587,12384,Will County,187.5,Conventional Steam Coal,1955,2010,17197,Will,Illinois,IL
588,12384,Will County,183.7,Conventional Steam Coal,1955,2010,17197,Will,Illinois,IL
589,6526,FirstEnergy R E Burger,156.2,Conventional Steam Coal,1955,2010,39013,Belmont,Ohio,OH
590,6526,FirstEnergy R E Burger,156.2,Conventional Steam Coal,1955,2010,39013,Belmont,Ohio,OH
591,50006,Waynesboro Virginia Plant,3,Conventional Steam Coal,1929,2010,51820,Augusta,Virginia,VA
592,50006,Waynesboro Virginia Plant,3,Conventional Steam Coal,1929,2010,51820,Augusta,Virginia,VA
593,50006,Waynesboro Virginia Plant,3.4,Conventional Steam Coal,1947,2010,51820,Augusta,Virginia,VA
594,9417,Dubuque,15,Conventional Steam Coal,1929,2010,19061,Dubuque,Iowa,IA
595,9417,Lansing,11.5,Conventional Steam Coal,1949,2010,19005,Allamakee,Iowa,IA
596,9417,Sixth Street,10,Conventional Steam Coal,1921,2010,19113,Linn,Iowa,IA
597,9417,Sixth Street,6,Conventional Steam Coal,1930,2010,19113,Linn,Iowa,IA
598,9417,Sixth Street,15,Conventional Steam Coal,1942,2010,19113,Linn,Iowa,IA
599,9417,Sixth Street,10,Conventional Steam Coal,1925,2010,19113,Linn,Iowa,IA
600,9417,Sixth Street,15,Conventional Steam Coal,1945,2010,19113,Linn,Iowa,IA
601,9417,Sixth Street,28.7,Conventional Steam Coal,1950,2010,19113,Linn,Iowa,IA
602,9417,Prairie Creek,23,Conventional Steam Coal,1951,2010,19113,Linn,Iowa,IA
603,9417,Sutherland,37.5,Conventional Steam Coal,1955,2010,19127,Marshall,Iowa,IA
604,40577,Richard Gorsuch,50,Conventional Steam Coal,1988,2010,39167,Washington,Ohio,OH
605,40577,Richard Gorsuch,50,Conventional Steam Coal,1988,2010,39167,Washington,Ohio,OH
606,40577,Richard Gorsuch,50,Conventional Steam Coal,1988,2010,39167,Washington,Ohio,OH
607,40577,Richard Gorsuch,50,Conventional Steam Coal,1988,2010,39167,Washington,Ohio,OH
608,9765,John Deere Dubuque Works,3.5,Conventional Steam Coal,1949,2010,19061,Dubuque,Iowa,IA
609,9765,John Deere Dubuque Works,7.5,Conventional Steam Coal,1964,2010,19061,Dubuque,Iowa,IA
610,13756,Dean H Mitchell,127.5,Conventional Steam Coal,1970,2010,18089,Lake,Indiana,IN
611,13756,Dean H Mitchell,128,Conventional Steam Coal,1959,2010,18089,Lake,Indiana,IN
612,13756,Dean H Mitchell,128,Conventional Steam Coal,1959,2010,18089,Lake,Indiana,IN
613,16719,S D Warren Muskegon,3.5,Conventional Steam Coal,1938,2010,26081,MUSKEGON,Michigan,MI
614,16719,S D Warren Muskegon,19.1,Conventional Steam Coal,1968,2010,26081,MUSKEGON,Michigan,MI
615,16719,S D Warren Muskegon,28.3,Conventional Steam Coal,1989,2010,26081,MUSKEGON,Michigan,MI
616,2512,Bunge Milling Cogen,20,Conventional Steam Coal,1989,2010,18011,Vermilion,Indiana,IN
617,29820,Stone Container Ontonagon Mill,15.6,Conventional Steam Coal,1966,2010,26061,Ontonagon,Michigan,MI
618,15698,Raton,7.5,Conventional Steam Coal,1961,2010,35007,Colfax,New Mexico,NM
619,22146,GMMM Westover,43.8,Conventional Steam Coal,1943,2009,36007,Broome,New York,NY
620,25,Greenidge Generation LLC,50,Conventional Steam Coal,1950,2009,36123,Yates,New York,NY
621,56389,Utility Plants Section,2.5,Conventional Steam Coal,1945,2009,2090,Fairbanks North Star,Alaska,AK
622,17828,Lakeside,37.5,Conventional Steam Coal,1961,2009,17167,Sangamon,Illinois,IL
623,17828,Lakeside,37.5,Conventional Steam Coal,1965,2009,17167,Sangamon,Illinois,IL
624,20847,Presque Isle,54.4,Conventional Steam Coal,1964,2009,26103,Marquette,Michigan,MI
625,20847,Presque Isle,57.8,Conventional Steam Coal,1966,2009,26103,Marquette,Michigan,MI
626,9765,John Deere Dubuque Works,3,Conventional Steam Coal,1989,2009,19061,Dubuque,Iowa,IA
627,986,Aurora Energy LLC Chena,1.5,Conventional Steam Coal,1952,2009,2090,Fairbanks North Star,Alaska,AK
628,56398,DTE Pontiac North LLC,28.9,Conventional Steam Coal,1987,2009,26125,Oakland,Michigan,MI
629,50006,Seaford Delaware Plant,10,Conventional Steam Coal,1939,2009,10005,Sussex,Delaware,DE
630,56208,Smart Papers LLC,1.5,Conventional Steam Coal,1927,2009,39017,Butler,Ohio,OH
631,13781,Riverside (MN),238.8,Conventional Steam Coal,1964,2009,27053,Hennepin,Minnesota,MN
632,14060,Ohio University Facilities Management,1,Conventional Steam Coal,1994,2009,39009,Athens,Ohio,OH
633,2053,U S Alliance Coosa Pines,5,Conventional Steam Coal,1942,2008,1121,Talladega,Alabama,AL
634,2053,U S Alliance Coosa Pines,5,Conventional Steam Coal,1942,2008,1121,Talladega,Alabama,AL
635,2053,U S Alliance Coosa Pines,5,Conventional Steam Coal,1942,2008,1121,Talladega,Alabama,AL
636,2053,U S Alliance Coosa Pines,5,Conventional Steam Coal,1942,2008,1121,Talladega,Alabama,AL
637,772,Archer Daniels Midland Clinton,7.5,Conventional Steam Coal,1954,2008,19045,Clinton,Iowa,IA
638,772,Archer Daniels Midland Clinton,3.5,Conventional Steam Coal,1940,2008,19045,Clinton,Iowa,IA
639,772,Archer Daniels Midland Clinton,9.4,Conventional Steam Coal,1965,2008,19045,Clinton,Iowa,IA
640,772,Archer Daniels Midland Clinton,4,Conventional Steam Coal,1974,2008,19045,Clinton,Iowa,IA
641,772,Archer Daniels Midland Clinton,7,Conventional Steam Coal,1991,2008,19045,Clinton,Iowa,IA
642,8449,Henderson I,11.5,Conventional Steam Coal,1956,2008,21101,Henderson,Kentucky,KY
643,8449,Henderson I,32.3,Conventional Steam Coal,1968,2008,21101,Henderson,Kentucky,KY
644,5543,Unifi Kinston LLC,7.5,Conventional Steam Coal,1952,2008,37107,Lenoir,North Carolina,NC
645,5543,Unifi Kinston LLC,7.5,Conventional Steam Coal,1952,2008,37107,Lenoir,North Carolina,NC
646,55965,Niagara Mill,2.5,Conventional Steam Coal,1940,2008,55075,Marinette,Wisconsin,WI
647,55965,Niagara Mill,9.3,Conventional Steam Coal,1964,2008,55075,Marinette,Wisconsin,WI
648,39,AES Hickling LLC,30,Conventional Steam Coal,1948,2008,36101,Steuben,New York,NY
649,39,AES Hickling LLC,40,Conventional Steam Coal,1952,2008,36101,Steuben,New York,NY
650,12792,Lovett,200.6,Conventional Steam Coal,1969,2008,36087,Rockland,New York,NY
651,16183,Rochester 7,62.5,Conventional Steam Coal,1953,2008,36055,Monroe,New York,NY
652,16183,Rochester 7,62.5,Conventional Steam Coal,1950,2008,36055,Monroe,New York,NY
653,16183,Rochester 7,81.6,Conventional Steam Coal,1957,2008,36055,Monroe,New York,NY
654,26940,TXI Riverside Cement Power House,12,Conventional Steam Coal,1954,2008,6071,San Bernardino,California,CA
655,26940,TXI Riverside Cement Power House,12,Conventional Steam Coal,1954,2008,6071,San Bernardino,California,CA
656,16183,Rochester 7,46,Conventional Steam Coal,1948,2008,36055,Monroe,New York,NY
657,22122,AES Jennison LLC,30,Conventional Steam Coal,1945,2008,36017,Chenango,New York,NY
658,22122,AES Jennison LLC,30,Conventional Steam Coal,1950,2008,36017,Chenango,New York,NY
659,59919,Miami Fort,100,Conventional Steam Coal,1949,2008,39061,Hamilton,Ohio,OH
660,50006,Waynesboro Virginia Plant,3,Conventional Steam Coal,1935,2008,51820,Augusta,Virginia,VA
661,35120,Norit Americas Marshall Plant,2,Conventional Steam Coal,1921,2008,48203,Harrison,Texas,TX
662,12384,Waukegan,121,Conventional Steam Coal,1952,2007,17097,Lake,Illinois,IL
663,13781,High Bridge,113.6,Conventional Steam Coal,1956,2007,27123,Ramsey,Minnesota,MN
664,13781,High Bridge,163.2,Conventional Steam Coal,1959,2007,27123,Ramsey,Minnesota,MN
665,15095,Piqua Power Plant,0.8,Conventional Steam Coal,1987,2007,39109,Miami,Ohio,OH
666,15095,Piqua Power Plant,4,Conventional Steam Coal,1940,2007,39109,Miami,Ohio,OH
667,15095,Piqua Power Plant,7.5,Conventional Steam Coal,1947,2007,39109,Miami,Ohio,OH
668,15095,Piqua Power Plant,12.5,Conventional Steam Coal,1951,2007,39109,Miami,Ohio,OH
669,15095,Piqua Power Plant,20,Conventional Steam Coal,1961,2007,39109,Miami,Ohio,OH
670,17891,St Marys,6,Conventional Steam Coal,1957,2007,39011,Auglaize,Ohio,OH
671,17891,St Marys,10,Conventional Steam Coal,1967,2007,39011,Auglaize,Ohio,OH
672,20860,Pulliam,30,Conventional Steam Coal,1943,2007,55009,Brown,Wisconsin,WI
673,20860,Pulliam,30,Conventional Steam Coal,1947,2007,55009,Brown,Wisconsin,WI
674,5137,Desert Power LP,43,Conventional Steam Coal,1999,2007,49045,Tooele,Utah,UT
675,17594,Southeast Missouri State University,6.2,Conventional Steam Coal,1972,2007,29031,Cape Girardeau,Missouri,MO
676,15276,TalenEnergy Martins Creek,156.2,Conventional Steam Coal,1954,2007,42095,Northampton,Pennsylvania,PA
677,15276,TalenEnergy Martins Creek,156.2,Conventional Steam Coal,1956,2007,42095,Northampton,Pennsylvania,PA
678,13168,C R Huntley Generating Station,100,Conventional Steam Coal,1953,2007,36029,Erie,New York,NY
679,13168,C R Huntley Generating Station,100,Conventional Steam Coal,1954,2007,36029,Erie,New York,NY
680,5336,Dover,4,Conventional Steam Coal,1944,2007,39157,Tuscarawas,Ohio,OH
681,12792,Lovett,179.5,Conventional Steam Coal,1966,2007,36087,Rockland,New York,NY
682,5624,"RED-Rochester, LLC",6.3,Conventional Steam Coal,1937,2007,36055,Monroe,New York,NY
683,5624,"RED-Rochester, LLC",10.4,Conventional Steam Coal,1948,2007,36055,Monroe,New York,NY
684,5624,"RED-Rochester, LLC",10.4,Conventional Steam Coal,1948,2007,36055,Monroe,New York,NY
685,5624,"RED-Rochester, LLC",17.5,Conventional Steam Coal,1956,2007,36055,Monroe,New York,NY
686,13458,Deferiet New York,8.1,Conventional Steam Coal,1946,2007,36045,Jefferson,New York,NY
687,17633,F B Culley,46,Conventional Steam Coal,1955,2006,18173,Warrick,Indiana,IN
688,20847,Presque Isle,25,Conventional Steam Coal,1955,2006,26103,Marquette,Michigan,MI
689,20847,Presque Isle,37.5,Conventional Steam Coal,1962,2006,26103,Marquette,Michigan,MI
690,20737,Willmar,4,Conventional Steam Coal,1949,2006,27067,Kandiyohi,Minnesota,MN
691,7392,Goodyear Power Plant,7.5,Conventional Steam Coal,1975,2006,39151,Summit,Ohio,OH
692,7392,Goodyear Power Plant,12.5,Conventional Steam Coal,1977,2006,39151,Summit,Ohio,OH
693,7392,Goodyear Power Plant,7.5,Conventional Steam Coal,1984,2006,39151,Summit,Ohio,OH
694,7392,Goodyear Power Plant,12.5,Conventional Steam Coal,1953,2006,39151,Summit,Ohio,OH
695,55983,Sandow No 5,121,Conventional Steam Coal,1953,2006,48331,Milam,Texas,TX
696,55983,Sandow No 5,121,Conventional Steam Coal,1954,2006,48331,Milam,Texas,TX
697,55983,Sandow No 5,121,Conventional Steam Coal,1954,2006,48331,Milam,Texas,TX
698,55783,Brown Williamson Tobacco,1.5,Conventional Steam Coal,1987,2006,,Bibb,,
699,5473,Durango Georgia Paper,4,Conventional Steam Coal,1941,2006,13039,Camden,Georgia,GA
700,5473,Durango Georgia Paper,6.7,Conventional Steam Coal,1947,2006,13039,Camden,Georgia,GA
701,5473,Durango Georgia Paper,18.7,Conventional Steam Coal,1955,2006,13039,Camden,Georgia,GA
702,19883,Virginia,4,Conventional Steam Coal,1992,2006,27137,St Louis,Minnesota,MN
703,55903,Domtar Paper Co LLC Plymouth NC,7.5,Conventional Steam Coal,1956,2006,37117,Martin,North Carolina,NC
704,13168,C R Huntley Generating Station,80,Conventional Steam Coal,1942,2006,36029,Erie,New York,NY
705,13168,C R Huntley Generating Station,100,Conventional Steam Coal,1948,2006,36029,Erie,New York,NY
706,55702,Dan River Power Plant,3,Conventional Steam Coal,1947,2006,51590,Pittsylvania,Virginia,VA
707,55702,Dan River Power Plant,6,Conventional Steam Coal,1952,2006,51590,Pittsylvania,Virginia,VA
708,9417,Lansing,15,Conventional Steam Coal,1948,2006,19005,Allamakee,Iowa,IA
709,11479,Blount Street,10,Conventional Steam Coal,1925,2006,55025,Dane,Wisconsin,WI
710,14232,Hoot Lake,7.5,Conventional Steam Coal,1948,2005,27111,Otter Tail,Minnesota,MN
711,58620,Conesville,148,Conventional Steam Coal,1959,2005,39031,Coshocton,Ohio,OH
712,58620,Conesville,136,Conventional Steam Coal,1957,2005,39031,Coshocton,Ohio,OH
713,10911,Lowland,5,Conventional Steam Coal,1947,2005,47063,Hamblen,Tennessee,TN
714,10911,Lowland,5,Conventional Steam Coal,1947,2005,47063,Hamblen,Tennessee,TN
715,10911,Lowland,5,Conventional Steam Coal,1951,2005,47063,Hamblen,Tennessee,TN
716,10911,Lowland,0.3,Conventional Steam Coal,1985,2005,47063,Hamblen,Tennessee,TN
717,10911,Lowland,5,Conventional Steam Coal,1951,2005,47063,Hamblen,Tennessee,TN
718,22040,Washington State University,2,Conventional Steam Coal,1963,2005,53075,Whitman,Washington,WA
719,17542,Sonoco Products,2.5,Conventional Steam Coal,1952,2005,42029,Chester,Pennsylvania,PA
720,358,Amalgamated Sugar LLC Nyssa,12,Conventional Steam Coal,1987,2005,41045,Malheur,Oregon,OR
721,358,Amalgamated Sugar LLC Nyssa,1.5,Conventional Steam Coal,1942,2005,41045,Malheur,Oregon,OR
722,358,Amalgamated Sugar LLC Nyssa,0.5,Conventional Steam Coal,1942,2005,41045,Malheur,Oregon,OR
