state,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26
,"Capitol Region COG, Connecticut",41.60246114,-72.75108047,48.7384197887712,33.428049133273795,52.65695366500464,81.06115900095129,122.10908234577406,180.16955346360444,260.58233650467,453.5497151919925,506.5829936404805,1618.8293694288734,1730.5748885380258,1004.3268294405595,4009.283541217031,1607.6276744102631,2113.2226077724745,5137.233514508,3126.5065082532537,3877.492032933126,8308.64358532385,8329.160322017886,5025.191244190405,9546.0261540558,5585.461191999083,6141.428388500521,8604.68493265979,6105.820073110366
Alabama,"Walker County, AlabamaLowndes County, Alabama",65.81305248,-173.78644424,2.5372302201783445,2.854594664138546,5.343450059215847,9.485671106641606,16.093096336819286,26.254567056203427,41.389285560675766,63.29553216435232,94.1846334886041,136.6841325195994,193.7864171478256,268.71031898299526,418.8632180416874,480.1929526821998,624.4034487833594,843.1672057533722,978.7275869836429,1184.0916089654359,3085.2455230836254,2903.3824874645625,1154.8018042010394,3567.9696052615277,920.6774861125575,1049.2249961530053,2415.2326847891177,911.9616645127561
Arizona,"Mohave County, ArizonaGila County, ArizonaApache County, ArizonaPima County, Arizona",137.29646311,-446.5512627,1195.4860295599956,729.5703486940308,1078.9402684427773,1553.033114849658,2179.6010233700636,2985.8076707453456,3994.539698073769,6335.348605058992,6550.33054440815,37681.30087005096,35326.05186754353,4317.982305913317,30904.666926876045,5297.260799513464,6742.708373953347,31473.834834689715,7412.371313554767,9028.455281248771,27717.82222595782,25643.54878223386,8091.898182624921,19018.133374923993,10005.630084134755,12571.827511676765,20634.712090860332,17814.901619833337
Arkansas,"Johnson County, ArkansasLonoke County, Arkansas",70.17415411,-185.61652981999998,0.8787999862006725,1.0495320204474676,2.027512403980644,3.700344310139816,6.432310301960426,10.720655211187822,17.22418697042928,26.791365809766702,40.483836818382535,59.58874220213922,85.60958211594195,120.22099773455483,215.37588145566917,218.31685291494867,287.7954379450993,416.9068895589476,461.827442431549,568.1996318673625,997.0837200918621,1037.6615215923273,780.7055140054333,2473.9430020449904,572.9647530524306,633.0127870461481,1562.478098889903,449.2574220898608
California,"San Bernardino, CaliforniaSan Diego, CaliforniaCAL Fire Lassen Modoc Plumas Unit, CaliforniaSacramento County, California",147.86922547,-476.7600563,4204.605056731045,2548.2119088743366,3802.4223475704293,5539.930260400979,7891.2057244916095,10999.863487425204,15014.700867302923,87829.85787769905,19765.413462069984,62840.89862877822,65844.38049804422,34929.20284979185,238864.02757836028,43608.74701653095,55274.91987855875,244937.0882871641,61081.85335149034,73089.01078394859,230416.8420727416,208412.48784887895,51864.74071923077,134235.5921549956,48179.89477244189,53983.30805938631,100369.91180826978,50808.03931865388
Colorado,"Grand County, ColoradoCuster County, Colorado",78.13920017,-211.1419215,328.1458666533077,197.07743195827462,290.6406496681569,417.6872718601506,585.8716196795451,802.8471538292558,1075.353718847166,3209.5535611351224,1627.6154591395543,8959.73653733909,8476.844982580034,1314.422622192619,5530.095360759569,1976.5692800258935,2532.1307889378086,6627.855632176013,3448.788956245989,4133.490226709485,13062.306274805662,11834.375826388317,2993.5316673716675,7661.994801512082,2934.5440845687144,3384.9918823876887,6156.622026365265,3624.860469026905
Delaware,"Kent County, Delaware",39.04284209,-75.53282965,49.65539371056343,29.835689941369708,43.82939692546056,62.66665428759299,87.3516992892992,118.8203534838957,157.78046946436035,262.87905049404986,252.900758980676,1577.66755287186,1464.2209679041991,119.60203068096337,586.8404090998083,172.7422519378612,221.4226529758856,668.7035872516873,291.2824237950076,350.4794588251822,1025.8929856887487,942.6184968965875,289.8095012502126,787.1945624946322,261.5542496758646,295.93757275356865,579.2810844978505,282.18241129708963
Florida,"Sumter County, FloridaPalm Beach County, FloridaWalton County, Florida",85.98878229,-248.77959274,161.69193157885545,99.15830308912032,151.09589361619487,226.35506688504705,333.568306190761,483.6991125793003,690.3956102907474,3723.6969744318485,1078.0767340448187,3096.5816515456463,3491.6196545453663,2564.752993534913,4963.825592882769,4853.602356831006,6582.588887434873,10015.368484891553,11320.968655518072,14573.997596489542,25234.141637872744,28160.396834329284,25490.544407338788,52045.09876979717,33053.26062807795,40675.78952071135,60959.03512896018,56393.751025999285
Georgia,"Twiggs County, Georgia",32.65498374,-83.44185834,53.74327894316617,44.23041975965058,74.52195257431373,121.50621396608908,192.2124701494893,295.7039385128134,443.3314020587386,702.6447149249509,923.343148984035,1903.938321424232,2302.2743384141054,2239.001755207666,5741.778267096976,3703.957747375854,4753.99904504699,8470.95935393585,6978.8379852206,8326.292166676742,29648.342876959978,26338.88920288151,4587.732728267727,6357.835006878476,6002.825200299407,6739.397001636722,7877.018006993613,7670.535499226994
Idaho,"Kootenai County, IdahoCuster County, IdahoBingham County, Idaho",135.10691129,-344.2799949,3.6629824916410336,4.117151964719611,7.704611495726062,13.678762153329036,23.215147185249922,37.890291224720094,59.756871115396955,91.41048423296493,136.03289031004243,197.3879570952489,279.7353416077179,387.61418959802774,548.1040228921648,695.1342139660137,901.7003979427451,1163.3726728533707,1410.045246092614,1697.2979119784893,4731.93127865526,4378.211942909656,1475.1083391732045,4025.6044536744694,1238.9018476497704,1340.4391135129713,2707.1683183352147,1021.2171693790666
Illinois,"DeKalb County, IllinoisMacoupin County, IllinoisTazewell County, IllinoisDouglas County, Illinois",161.22929981,-356.42426051,39.24076425737202,23.673924410949773,34.953552392470606,50.34245645577009,70.87643757829065,97.70394487269023,132.07714955188314,205.06307744675698,226.36961022763936,1315.5674294648788,1255.1373010836262,220.40575033496674,554.2536343076317,493.5138519474005,744.6625735932171,1308.5343113168028,1609.0142118102624,2344.4640085734004,3755.9245445069164,5072.9427007130025,6531.732111501122,9588.981869498251,12297.455506546044,16652.58421641312,22518.61771727325,29179.77921028251
Indiana,"Cass County, IndianaHamilton County, IndianaLawrence County, Indiana",119.54253496000001,-258.70858333,23.256774386040636,17.17580926750027,27.565335506778016,42.979380100428784,65.2744798860611,96.7860502225958,140.39304344348255,199.57270835592885,278.4349767539336,705.7035658151183,793.6146889220456,601.886143344677,4113.750338788677,816.1488745706549,1089.1362733487856,4452.91343034568,1492.5508336889989,1975.139563573839,4239.947455332619,4617.978836359212,3661.3924848805445,6580.501079708007,5876.860273260483,7699.750527573528,10912.45259692791,12372.498578007888
Iowa,"Sac County, IowaChickasaw County, IowaPoweshiek County, Iowa",126.86696296,-279.82317744,2.288730266859087,2.100822363552253,3.63808951438575,6.05524661691637,9.732908682021653,15.16804984310012,22.994043718842136,33.99803646640856,49.131047312907356,69.50384141345745,96.35915764819744,131.00915669959753,767.7824343704679,184.0357088698866,240.83773441736267,851.0507471035131,324.3627701889676,409.96696885397955,941.7842371204797,956.37903034496,590.1282782231364,1362.9415960945717,762.834939848685,971.1392391394584,1567.927835156314,1420.1705867676014
Kansas,"Logan County, KansasMcPherson County, Kansas",77.15927445,-198.51731543,2.396160520184803,2.099719266830929,3.558298377197119,5.813102123380192,9.213039569441186,14.252139677029819,21.645463547405168,32.44485258006895,48.20591188302022,71.21742887897278,104.80420680858506,153.7149227501999,943.939050693968,272.624519078751,408.74024770100647,1263.2196801497064,808.8888445346387,1198.4276858364924,2035.379868286126,2727.0867684591126,3428.217544209757,5061.934849232691,6580.283972992595,8952.425731851574,12108.615677291107,15683.713759895387
Kentucky,"McLean County, KentuckyJessamine County, KentuckyKnott County, KentuckyTrigg County, Kentucky",149.57336628000002,-342.29291804,0.4364149681846906,0.495080049292289,0.9323248551826833,1.6656598337258177,2.847212679472971,4.692133633419154,7.507373560886437,11.737322843380765,18.032838827656192,27.350237298498094,41.086419437261945,61.255588903810164,106.79474633581722,132.21757253148598,193.38984827997103,295.21112436976847,401.46941620740654,572.2115684846095,1061.2588367774113,1325.565564109085,1472.5181715426393,2536.8616684111394,2736.145533989385,3778.9665034176014,5404.266741319264,6815.04408032974
Louisiana,"St. Landry Parish, LouisianaOuachita Parish, Louisiana",63.407005940000005,-183.94072583000002,9.314587718350426,6.11068885358506,9.502642527801514,14.447943657900149,21.4998184019046,31.343820857274675,44.80791085448017,245.95658196497166,68.95434038790798,106.12518874226721,142.1249134615408,180.1682235057958,1020.0708402111562,255.44533426952054,333.48246677881275,1139.41261382932,450.19819694586886,565.5845191974882,1489.8865019441025,1458.9869553201365,722.007537174713,1187.6796675616654,1067.7065442710816,1332.506395534146,1801.4087411679225,1980.9846527704403
Maine,"Piscataquis County, Maine",45.39211237,-69.24794622,8.748416900296016,5.532444700295785,8.382825796477677,12.395227021580729,17.917149740748652,25.35324237842341,35.15770892011139,136.56232498624192,55.26908371123318,184.12623457678157,192.06442317571504,97.95816889625414,688.7264470743025,127.8108611090741,167.72993811231086,726.3600288441176,211.95468069915543,272.30757731630507,606.8987460198956,631.4384230467565,429.4557465061593,838.7513677353032,609.5684695309998,768.9737955933505,1117.0749902104274,1116.0425364840223
Maryland,"Allegany County, MarylandAnne Arundel County, Maryland",78.62852014,-155.78313863,146.36390344644562,99.33640810225569,157.3075691626203,244.69761445337582,374.0810647251574,562.0680395241743,830.0031811299821,1316.805874366192,1707.6195130696765,5588.799288999826,6058.444066912716,3698.94823501154,9690.23959173735,6735.714913314953,9084.977514747352,16128.58703139111,15015.370109157671,19072.264397000927,33235.4325647524,36076.73969012754,30372.775509605646,41412.89978845781,38828.60410955012,42782.930918408965,48829.79002435845,45892.78273532851
Massachusetts,"Worcester County, Massachusetts",42.31304362,-71.90533052,336.2832814040532,225.5513196272598,348.70631685106343,525.0640812933942,771.4574383887642,1107.5868137398263,1555.5080052292103,2591.601125308392,2836.063412725106,10149.95998871284,10366.285646748584,4555.778741121233,29834.391838698302,5813.350009021135,7372.67884203937,30934.32643716972,8353.003612726396,9956.28201972157,29301.971371771757,26636.804192529336,7399.20958292206,23925.578169808,4778.250604863541,4922.865500246528,13539.757047976897,1801.911602456645
Michigan,"Midland County, MichiganCass County, MichiganIron County, Michigan",132.03234829000002,-258.72408711,2.1700469455988975,2.214939182148875,4.038540281977047,7.047905529184338,11.83926154577006,19.241781505559032,30.393266801839733,46.83572060346717,70.63107221384972,104.49403305568471,151.93471978957135,217.39882731370722,718.5139909160464,394.5892143404936,546.2739164745649,1121.9859626909076,957.8069035912358,1281.860916504585,2215.0121226940573,2611.863941533853,2657.424629845217,5199.122733880285,4047.674788766926,5291.780534389215,7792.938636511965,8430.2965087562
Minnesota,"Beltrami County, MinnesotaAitkin County, MinnesotaLyon County, MinnesotaBlue Earth County, Minnesota",182.56693873,-378.73158097,12.916153395385221,14.805980414085157,28.04465863636029,50.324953785600655,86.20211243568555,141.81126692338125,225.16799632711442,346.43866768910095,518.1232374435785,755.0598035407212,1074.1160924598746,1493.3811489902312,2601.636800854547,2657.835774706872,3461.505454344373,4925.285361837135,5401.277103607112,6530.267414716104,14498.811892966616,14005.042719807692,7084.229397562706,23456.444036675828,4415.302524191913,4542.964183367385,13101.456920546761,1471.3073130321839
Mississippi,"Rankin County, MississippiChickasaw County, Mississippi",66.21711271000001,-178.89368352,0.8190710169804227,1.1348074136965323,2.321722040587665,4.431628839092575,7.984477799067949,13.703529988911603,22.567559884621858,35.87115334650348,55.291729566480626,82.95873580679674,121.51558790334438,174.15826045172807,260.2201701104703,335.94386382261644,454.6943193027738,618.5329256029416,786.8026995535829,1008.1432699921357,1345.3003778854004,1625.0826055192583,1870.0264222645446,4980.620107504688,2036.0384074277738,2537.4317516852147,4650.148350705448,3439.0796429527086
Missouri,"Caldwell County, MissouriDade County, MissouriKnox County, MissouriFranklin County, MissouriIron County, MissouriShannon County, Missouri",230.27756898,-553.30206866,19.04598312455802,13.751146229206514,21.823584923817812,33.63841140149442,50.47911045782429,73.89163655208996,105.66880234931965,160.23651962967256,201.14513858350477,534.8407772555776,582.7993359854976,390.03788099817973,3282.6769766538,428.6910772445464,539.6879558338178,3200.543450035944,486.03928060586594,583.5326751364579,1616.5494651209715,1494.5809029203917,503.8542099435641,1619.6697007136843,369.4615306937574,415.57170831606817,1041.5581760184405,332.8220032071213
Montana,"Missoula County, MontanaJudith Basin County, MontanaValley County, MontanaMusselshell County, MontanaDawson County, Montana",235.5353518,-543.72363,0.2363245038755682,0.2684178324599132,0.509700001719478,0.9179186283967206,1.578566401425066,2.6073720875256328,4.156293720225914,6.419092491057986,9.635468202592712,14.092124460572817,20.11831450568996,28.072441372017693,63.80802046024039,49.24986153658563,64.57521442933921,106.04009765231788,100.70461909439898,123.07658583770603,214.97931753750262,221.7044979907951,162.70994659357345,543.9995649783071,103.00313939909498,108.44897074285095,311.03386176693516,45.85221094819719
Nebraska,"Morrill County, NebraskaValley County, NebraskaCass County, Nebraska",124.20005712,-298.22516754000003,2.5504702620334654,2.271605939290643,3.874176064376786,6.354853481652345,10.075471698013025,15.511409677838591,23.295175626113956,34.29105621349924,49.71508072757266,71.315141960164,101.6265174577851,144.31931809027185,923.987851659143,236.06152579377684,347.4933424482238,1166.981295070891,665.057726187674,992.3458690410465,1864.018430804832,2436.4394191976667,2903.013331106008,4576.562219472687,5814.8725743626455,8130.520708199161,11392.593937001831,15024.475155080021
Nevada,"Lander County, NevadaClark County, Nevada",75.83166317,-231.8016332,514.0122904699585,314.6769868233558,469.3310702425601,682.7772947022163,970.3698929635798,1348.6904610313006,1834.3905735394553,6343.97568101949,2807.410708401939,12804.931516652121,12505.284939935347,3428.630646555536,16059.721363760118,4992.193042322627,6380.645308100136,18493.971144281066,8417.67371374369,10071.737065963156,33131.24467677706,29798.977793879214,6686.519314897339,14749.833121850304,7088.689609711264,7993.581752906566,12652.338798006622,8292.506319676506
New Hampshire,"Grafton County, New Hampshire",43.71401219,-71.56225601,1.3975755141173063,1.4304965629135964,2.5814372717826277,4.446538311922127,7.355777544149726,11.7441531195092,18.16853583884009,27.32060562934128,40.03120015340547,57.25904089843831,80.05396148554846,109.48192925772292,294.2123201512283,180.65260945910967,232.25949719329716,426.5017561921275,340.5019346650324,406.7778793215794,1272.515959415416,1150.107471878003,285.6923695239572,761.0558148549324,248.3839094555617,271.1961218705144,529.1021500721426,222.8062885971941
New Jersey,"Mercer County, New Jersey",40.24746962,-74.6629847,1172.6818613192324,704.817133343225,1035.4213309564934,1480.37352464974,2063.3037325442237,2806.175033419516,3725.4944504099367,6582.172939094956,5931.149156340914,36630.46049013663,34019.8749189021,2891.7753553508787,18609.66851039577,3754.383621957637,4788.021889933061,19495.359714229435,5601.959066391851,6746.386085911124,18783.379423863997,17390.95314392538,5894.896788090749,15899.21017186052,5014.325072702211,5429.950473747474,10791.268406724286,4196.324699495299
New Mexico,"Valencia County, New MexicoChaves County, New Mexico",68.10630291,-210.48928899999999,287.6788736787944,170.2484777186089,249.62339637898742,356.6100458501594,497.10103158747324,676.7307418390237,900.0436197341469,3616.06503814969,1247.3047840843346,6843.729724669392,6465.462606612351,977.7562438703887,5564.224934288505,1314.7765854289978,1664.2497089663607,5968.4658612937565,1996.2539270545312,2360.3864677634465,8269.258863409095,7306.059396704476,1188.5488533915511,3438.971425734096,963.8222720900334,1060.7446000287814,2294.19011510916,838.2866772211154
New York,"Madison County, New YorkSuffolk County, New York",83.8154647,-148.83539746,213.78236662819464,136.48339138318164,207.3149788644464,307.26788503623436,445.08051690888846,630.8075364463281,875.4811363429379,1835.552417734494,1524.5809262306857,6462.286420540141,6419.517216115595,2142.6580761605483,9291.732113466049,3251.081460210002,4202.502457574411,11187.591984861674,5846.600870336696,7110.808940251596,18460.128004969996,17485.341807517743,7258.209383601513,19491.335605329958,6830.867202378936,7885.426963647621,15089.64828954128,8243.30391606311
North Carolina,"Burke County, North CarolinaWayne County, North Carolina",71.14253733000001,-159.53265918,317.9947366090473,225.82848529155632,359.2457977613059,556.5134709090871,840.8955499508098,1241.0685318955354,1791.2160841271793,3286.601354016176,3429.3305537846527,9762.242790392123,10614.655130352487,6872.162681026994,30855.149905563543,10149.81446376479,12983.641678803211,36083.88120275512,17322.747884278324,20685.66464727158,62164.42582068221,56452.71506156253,15251.15329021066,44571.6737346472,11571.086714901383,12251.86814148336,27689.022947969097,7508.29034703172
North Dakota,"Mercer County, North DakotaEddy County, North Dakota",94.86604832,-201.10668123,2.3502455149936594,2.041420510132798,3.439974790952611,5.5791254350192085,8.749160250398589,13.314748563535137,19.719437749175032,28.482761913060827,40.184844498527426,55.43162318065796,74.79239021859718,98.70120716645755,846.6746070381081,106.2968341309851,133.2115774671655,819.8468176000654,114.03136392337558,135.71913293300375,419.57321834811813,378.85778827962326,94.48747821324872,305.4056101384118,70.23061776916396,81.75836194637199,206.29396466288364,84.85355836526152
Ohio,"Cuyahoga County, OhioDelaware County, OhioGreene County, OhioClermont County, Ohio",160.45720090999998,-332.83082985,97.42169802631416,56.822119191918375,82.82812606438804,117.685153809034,163.23481549981202,221.2321029604319,293.09261865460525,1270.13503012635,394.35995574770743,2288.186665766117,2152.9684556795755,284.2639727071103,1523.6750402260354,431.78153093535025,577.936954933516,1797.7899262692508,854.4129997372278,1102.9672166109322,1915.0811239570494,2138.4064979397735,1933.9280937949034,3501.309990547734,2584.6914077704787,3122.2904058979366,4344.012026018681,4191.864678162182
Oklahoma,"Texas County, OklahomaCleveland County, OklahomaRogers County, Oklahoma",108.33331039000001,-294.60834532,0.2557578982956274,0.313041526262042,0.6129454790129487,1.134105791909258,2.0041494158669284,3.4181457602648586,5.6834755223707845,9.29626383850369,15.062530410112888,24.278240506895123,38.98291307633767,62.30137309472768,115.85194687434242,154.21002228832452,240.11021531732175,384.17937667726403,555.7907263163161,828.4552840508383,1283.8442507927737,1809.1829655616775,2475.21310110391,4019.1528189505634,4710.552919749383,6490.391971343721,9091.556061412652,11641.784292921191
Oregon,"Wasco County, OregonDouglas County, OregonHarney County, Oregon",130.88437507,-362.4438473,75.47934744611108,46.335757019913345,69.28827891633644,101.16396454620113,144.43749068281136,201.87303444825181,276.3937475102642,740.8836455254941,452.2184055173201,2194.6185346954067,2135.0678265509496,542.0822353346347,1295.1753069877275,945.5316997566172,1243.812458841057,2111.254175276283,1961.9091124796673,2430.992280121315,5623.685524945859,5565.733819830399,3082.3660508942667,7956.095868764003,3327.0416607470784,4056.538341598464,7251.675776269696,5157.690939525962
Pennsylvania,"Allegheny County, PennsylvaniaClinton County, PennsylvaniaFranklin County, PennsylvaniaCentre County, Pennsylvania",162.54562962,-313.16922504,219.53113406543903,130.16184858850326,190.09795108898274,270.1742894033182,374.26604844247663,505.79026727629656,666.9924953792162,1373.8388675279646,1025.973310342296,6708.413069146489,6188.6042295672505,358.00898626002254,1973.6868082663043,518.1872066394442,679.4205472422316,2237.6094856487507,934.1057445356458,1172.862321502561,2448.833534156416,2514.4713141710104,1678.7084962032768,3610.964028079057,1988.396978965795,2369.9202258521013,3666.303352642095,2968.862259129342
Rhode Island,"Kent County, Rhode Island",41.66667273,-71.59672773,1.4925961494125168,1.5563132966395037,2.880515176685887,5.098343455039549,8.667787324762749,14.212403841655622,22.555745397420484,34.754050476638284,52.1218312057344,76.2418835527855,108.9472009963475,152.25758913552974,514.5149764708946,255.82480787731052,338.3443950079952,717.5024747003893,519.7102160239438,645.9188901872549,1000.2475720572028,1089.6707453728422,972.2913599854044,2569.408014107227,834.7320711782012,897.9098337576289,1745.017996369431,681.2790044306166
South Carolina,"Laurens County, South CarolinaClarendon County, South Carolina",68.34996379,-162.5286873,4.258551321391888,5.825631157089627,12.08030274203237,23.47703191837757,43.17613575845654,75.77313438539778,127.79998390062622,208.3728489093829,330.0081279196821,509.6131104285057,769.631579847182,1139.286149224722,1790.5509350895527,2355.3682918371505,3312.430992917185,4707.687789838106,6232.015819896819,8365.42345709182,12259.480625267444,15339.511167976532,18082.693529243952,30999.91643077815,27302.083390141022,34614.52712309981,47769.00758615685,52627.73507970771
South Dakota,"Pennington County, South DakotaHughes County, South Dakota",88.54056471,-203.12294961999999,2.3743090346423483,2.0668690147649604,3.4860575511416796,5.6584890206365515,8.880127984452715,13.523045877889162,20.040164856216492,28.9625338174298,40.88393224417618,56.42579667222304,76.17396435927532,100.57851108190079,849.1687811429199,109.53394771419758,137.3088822857278,824.8892489127679,120.0358867866926,142.5841336625205,449.16745692821564,403.47537824102074,93.0024781242382,301.6416276364255,62.21231108453518,66.08130595691688,177.392733308721,33.857169601304285
Tennessee,"Rutherford County, Tennessee",35.84707003,-86.38840824,54.99185948183846,34.40554200506216,51.52644284024894,75.1818479817999,107.08468836118747,149.1120086196377,203.21457889616715,278.374689726082,354.3715861899133,1793.6832840076931,1726.1720486085228,375.50861761569433,2274.182675304369,558.9430071015901,763.7448565896646,2639.8969739818176,1181.5780837713935,1602.297955869847,2983.045762403417,3495.227547928759,3439.395676402763,6504.570915542304,5604.423288104452,7468.436779842264,10866.799303800268,12381.923406877242
Texas,"Randall County, TexasMarion County, TexasEl Paso County, TexasKing County, TexasPecos County, TexasEctor County, TexasJohnson County, TexasHays County, TexasMcMullen County, TexasTyler County, TexasBrazoria County, Texas",346.40641774,-1091.34426369,183.32068350465738,122.4932408355864,192.64169183513573,297.07734255636893,449.49685674038585,667.5845021931553,973.6295225334226,2559.5438734675267,1852.759944344099,5663.938800237964,6217.195595237777,4078.0493312263593,10852.576560247706,7307.402158426454,9816.846095958037,17683.341840862544,16150.103243681253,20564.107773729138,37251.57898282557,40365.04788803076,33448.38981406831,66791.76350839723,41516.49228885303,49598.98998445544,73046.88337536219,63798.96175220045
Utah,"Sanpete County, UtahDuchesne County, Utah",79.62192055,-222.2499961,26.90730244433147,27.697139918050677,49.96897295274491,85.95654137336088,141.9102065909504,226.02907170838793,348.7583646394769,523.0060511831686,764.1885966846418,1134.3046101046132,1557.6650454637022,2060.793371118099,3253.613342170778,3556.022478348883,4540.320547009903,6113.776793909975,6804.022927292683,8018.898104838783,30591.094210016498,26705.96115225762,3000.230608902665,5455.0149666442785,3390.6384629898453,3714.1548273816347,5031.212160351199,3682.768878655088
Vermont,"Orange County, Vermont",44.03042544,-72.66603564,26.66130760470536,17.903452322196912,27.703863214762645,41.75728326135436,61.41957277411609,88.28229630460976,124.13424378172915,182.52076352111231,229.2926090206585,848.8378051713129,862.4763609345868,361.5814237879771,1948.7186081813768,499.04667489607374,634.023054990904,2132.102917679481,785.8090374529295,932.8732060669108,3051.325857068668,2726.5067990805683,566.8149633176757,1677.137009140126,429.7538190203632,459.1440840741761,1049.2346613969837,293.189910767235
Virginia,"Warren County, VirginiaWythe County, VirginiaAccomack County, VirginiaPowhatan County, Virginia",151.30680467,-312.80493406,5.4430477054314235,6.550041374928806,12.847273600876845,23.86577851238732,42.2686677904143,71.78620607444196,117.4828908753289,186.04090449564413,286.03628429613536,428.16621408591914,625.3604138030128,892.6765963501157,1530.7273040339273,1683.9415770600767,2259.256645598098,3227.7558065375133,3786.453515460934,4768.03068624996,8496.16326661412,9082.480704029613,7300.085009325637,14011.627510424707,8370.310916266073,9429.65040283644,13394.050238275166,10230.359333297236
Washington,"Snohomish County, WashingtonLewis County, WashingtonFerry County, WashingtonGrant County, Washington",189.7629539,-480.96637250000003,18.553543507064845,12.043102547885637,18.410056738401646,27.457198104479154,40.020118988587846,57.07878393078423,79.74069684936528,122.32729303112056,145.47787478346592,608.9427981966796,608.2063885572518,213.86761475854087,932.5031926296767,337.3815276064371,448.1235236697433,1172.9888614417655,682.8873588103437,877.4020968947445,1998.3324801267806,2077.812926667888,1402.6722093300532,2890.7163118388507,2070.1845211837367,2714.629953653337,4122.761018512361,4370.702255229553
West Virginia,"Upshur County, West VirginiaBoone County, West Virginia",76.92893776,-161.94642301,2.352185610570117,2.0455662496447142,3.45024300194247,5.60191758697832,8.795653389443007,13.40346315545223,19.879854519334337,28.7603487614264,40.64794100019572,56.18071162161741,75.97235900062574,100.51729971049414,849.3844108454377,110.35241127398649,139.1159171634226,828.2906874201926,126.02824598757886,152.5208171356784,442.9340594630648,411.07368658812527,138.757053917198,366.3058491902879,154.3334097799758,198.60584891497993,369.9869469535619,316.2935086536893
Wisconsin,"Rusk County, WisconsinLanglade County, WisconsinWaushara County, WisconsinRichland County, WisconsinRock County, WisconsinWaukesha County, Wisconsin",264.05326497,-537.46710678,11.452367375204146,7.167523032603848,10.77964498782141,15.82162783616044,22.703561296304294,31.895976192193324,43.92260340978832,73.94893774571167,77.39621119858907,372.694875903924,364.432739062173,98.8448024703612,407.8696282134624,172.978734614879,242.00216743338495,580.6995087485259,429.5217782220825,590.5212400458352,1015.3729709355443,1246.6474840263436,1369.019602388211,2535.229496052601,2298.3612600124547,3096.7320548276916,4502.848172693406,5306.397389171647
Wyoming,"Fremont County, WyomingJohnson County, WyomingCrook County, WyomingAlbany County, Wyoming",173.8408715,-426.8729929,0.43601541604366323,0.6060984330214794,1.2379254808942912,2.356701631107446,4.232538167536261,7.237537558236385,11.86805239610404,18.766765947189363,28.74172735739279,42.777505683400825,62.030812345164954,87.79923860455217,131.51400194464136,163.51476251318329,216.38688344426336,289.04794199273636,352.18467815336805,433.356671877462,530.7843929895693,610.2624727655821,667.2213118926873,2327.983527732261,379.7010382064694,388.47789510194013,1260.9374331941654,80.6038423465435
